row_num,user_id,subject,chapter,course_completion_percentage,lesson,chapter_completion_percentage,score,datetime
7,1027,maths,maths03,0.125,challenge11,1.0,79,2020-12-03 08:31:56
8,1027,maths,maths04,0.15625,challenge12,1.0,98,2020-12-04 06:05:12
9,1027,maths,maths05,0.16666666666666666,challenge13,0.3333333333333333,96,2020-12-04 13:37:33
10,1027,maths,maths05,0.17708333333333331,challenge14,0.6666666666666666,84,2020-12-05 00:42:08
11,1027,maths,maths05,0.18749999999999997,challenge15,1.0,95,2020-12-05 04:51:37
12,1027,maths,maths06,0.20312499999999997,challenge16,0.5,85,2020-12-05 20:22:47
13,1027,maths,maths06,0.21874999999999997,challenge17,1.0,88,2020-12-06 21:31:43
14,1027,maths,maths07,0.22656249999999997,challenge18,0.25,80,2020-12-07 03:46:25
15,1027,maths,maths07,0.23437499999999997,challenge19,0.5,80,2020-12-07 23:51:08
16,1027,maths,maths07,0.24218749999999997,challenge20,0.75,75,2020-12-08 14:20:37
17,1027,maths,maths07,0.24999999999999997,challenge21,1.0,95,2020-12-08 20:51:14
18,1027,maths,maths08,0.265625,challenge22,0.5,73,2020-12-09 03:53:25
19,1027,maths,maths08,0.28125,challenge23,1.0,93,2020-12-09 11:51:42
20,1027,maths,maths09,0.296875,challenge24,0.5,99,2020-12-09 12:13:03
21,1027,maths,maths09,0.3125,challenge25,1.0,74,2020-12-09 15:28:53
22,1027,maths,maths10,0.328125,challenge26,0.5,93,2020-12-10 02:04:02
23,1027,maths,maths10,0.34375,challenge27,1.0,77,2020-12-10 07:12:21
24,1027,maths,maths11,0.3515625,challenge28,0.25,92,2020-12-10 12:08:48
25,1027,maths,maths11,0.359375,challenge29,0.5,82,2020-12-10 12:58:07
26,1027,maths,maths11,0.3671875,challenge30,0.75,81,2020-12-10 15:05:48
27,1027,maths,maths11,0.375,challenge31,1.0,78,2020-12-10 18:22:56
28,1027,maths,maths12,0.3854166666666667,challenge32,0.3333333333333333,83,2020-12-12 00:44:51
29,1027,maths,maths12,0.39583333333333337,challenge33,0.6666666666666666,90,2020-12-12 05:26:26
30,1027,maths,maths12,0.40625000000000006,challenge34,1.0,88,2020-12-12 17:37:14
31,1027,maths,maths13,0.41406250000000006,challenge35,0.25,84,2020-12-13 07:47:38
32,1027,maths,maths13,0.42187500000000006,challenge36,0.5,90,2020-12-13 08:16:21
33,1027,maths,maths13,0.42968750000000006,challenge37,0.75,73,2020-12-13 14:43:52
34,1027,maths,maths13,0.43750000000000006,challenge38,1.0,91,2020-12-13 14:44:46
35,1027,maths,maths14,0.44531250000000006,challenge39,0.25,84,2020-12-14 00:49:35
36,1027,maths,maths14,0.45312500000000006,challenge40,0.5,87,2020-12-14 02:07:47
37,1027,maths,maths14,0.46093750000000006,challenge41,0.75,87,2020-12-14 11:04:31
38,1027,maths,maths14,0.46875000000000006,challenge42,1.0,77,2020-12-14 12:22:00
39,1027,maths,maths15,0.47656250000000006,challenge43,0.25,81,2020-12-14 16:08:44
40,1027,maths,maths15,0.48437500000000006,challenge44,0.5,83,2020-12-14 16:57:12
41,1027,maths,maths15,0.49218750000000006,challenge45,0.75,94,2020-12-15 09:02:56
42,1027,maths,maths15,0.5,challenge46,1.0,87,2020-12-16 02:39:25
43,1027,maths,maths16,0.515625,challenge47,0.5,87,2020-12-16 09:28:45
44,1027,maths,maths16,0.53125,challenge48,1.0,95,2020-12-17 09:31:32
45,1027,maths,maths17,0.546875,challenge49,0.5,72,2020-12-17 21:52:22
46,1027,maths,maths17,0.5625,challenge50,1.0,80,2020-12-17 22:19:08
47,1027,maths,maths18,0.578125,challenge51,0.5,81,2020-12-19 03:04:28
48,1027,maths,maths18,0.59375,challenge52,1.0,97,2020-12-20 00:17:20
49,1027,maths,maths19,0.609375,challenge53,0.5,97,2020-12-20 04:13:27
50,1027,maths,maths19,0.625,challenge54,1.0,85,2020-12-20 11:28:01
51,1027,maths,maths20,0.640625,challenge55,0.5,70,2020-12-20 23:52:43
52,1027,maths,maths20,0.65625,challenge56,1.0,95,2020-12-21 11:43:30
53,1027,maths,maths21,0.671875,challenge57,0.5,90,2020-12-21 11:50:18
54,1027,maths,maths21,0.6875,challenge58,1.0,95,2020-12-22 05:27:29
55,1027,maths,maths22,0.69375,challenge59,0.2,96,2020-12-22 08:08:39
56,1027,maths,maths22,0.7,challenge60,0.4,98,2020-12-22 12:45:47
57,1027,maths,maths22,0.7062499999999999,challenge61,0.6,82,2020-12-22 12:57:15
58,1027,maths,maths22,0.7124999999999999,challenge62,0.8,91,2020-12-22 16:56:09
59,1027,maths,maths22,0.7187499999999999,challenge63,1.0,72,2020-12-23 02:33:12
60,1027,maths,maths23,0.7291666666666665,challenge64,0.3333333333333333,90,2020-12-23 03:51:06
61,1027,maths,maths23,0.7395833333333331,challenge65,0.6666666666666666,70,2020-12-23 22:16:44
62,1027,maths,maths23,0.7499999999999998,challenge66,1.0,82,2020-12-24 09:37:40
63,1027,maths,maths24,0.7604166666666664,challenge67,0.3333333333333333,84,2020-12-24 12:18:10
64,1027,maths,maths24,0.770833333333333,challenge68,0.6666666666666666,80,2020-12-24 14:37:59
65,1027,maths,maths24,0.7812499999999997,challenge69,1.0,94,2020-12-24 15:02:23
66,1027,maths,maths25,0.7916666666666663,challenge70,0.3333333333333333,99,2020-12-24 21:20:40
67,1027,maths,maths25,0.8020833333333329,challenge71,0.6666666666666666,91,2020-12-24 23:18:27
68,1027,maths,maths25,0.8124999999999996,challenge72,1.0,86,2020-12-25 03:37:51
69,1027,maths,maths26,0.8177083333333329,challenge73,0.16666666666666666,96,2020-12-25 05:39:16
70,1027,maths,maths26,0.8229166666666663,challenge74,0.3333333333333333,70,2020-12-25 12:23:16
71,1027,maths,maths26,0.8281249999999997,challenge75,0.5,93,2020-12-25 12:41:07
72,1027,maths,maths26,0.833333333333333,challenge76,0.6666666666666666,96,2020-12-25 14:34:58
73,1027,maths,maths26,0.8385416666666664,challenge77,0.8333333333333334,83,2020-12-26 00:25:43
74,1027,maths,maths26,0.8437499999999998,challenge78,1.0,92,2020-12-26 04:46:53
75,1027,maths,maths27,0.8489583333333331,challenge79,0.16666666666666666,94,2020-12-26 05:21:48
76,1027,maths,maths27,0.8541666666666665,challenge80,0.3333333333333333,93,2020-12-26 08:13:41
77,1027,maths,maths27,0.8593749999999999,challenge81,0.5,70,2020-12-27 11:44:47
78,1027,maths,maths27,0.8645833333333333,challenge82,0.6666666666666666,88,2020-12-28 08:56:29
79,1027,maths,maths27,0.8697916666666666,challenge83,0.8333333333333334,88,2020-12-28 14:01:50
80,1027,maths,maths27,0.875,challenge84,1.0,82,2020-12-28 18:06:25
81,1027,maths,maths28,0.890625,challenge85,0.5,75,2020-12-28 20:24:24
82,1027,maths,maths28,0.90625,challenge86,1.0,76,2020-12-29 16:01:34
83,1027,maths,maths29,0.9375,challenge87,1.0,70,2020-12-29 19:08:37
84,1027,maths,maths30,0.9479166666666666,challenge88,0.3333333333333333,83,2020-12-29 22:40:18
0,1028,en,en00,0.016129032258064516,ambulance,0.5,98,2020-12-01 07:19:20
1,1028,en,en00,0.03225806451612903,anchor,1.0,95,2020-12-01 13:29:06
2,1028,en,en01,0.04838709677419355,auto,0.5,84,2020-12-01 21:17:57
3,1028,en,en01,0.06451612903225806,pram,1.0,75,2020-12-02 05:00:20
4,1028,en,en02,0.08064516129032258,bag,0.5,88,2020-12-02 11:34:08
5,1028,en,en02,0.0967741935483871,ball,1.0,90,2020-12-03 09:56:34
6,1028,en,en03,0.11290322580645161,balloon,0.5,89,2020-12-03 10:48:25
7,1028,en,en03,0.12903225806451613,bell,1.0,93,2020-12-04 02:55:32
8,1028,en,en04,0.13978494623655913,balloon1,0.3333333333333333,98,2020-12-04 09:26:15
9,1028,en,en04,0.15053763440860213,balloon2,0.6666666666666666,73,2020-12-04 18:07:17
10,1028,en,en04,0.16129032258064513,balloon3,1.0,80,2020-12-06 03:30:26
11,1028,en,en06,0.17741935483870963,balloon4,0.5,93,2020-12-06 16:34:51
12,1028,en,en06,0.19354838709677413,balloon5,1.0,98,2020-12-06 16:57:01
13,1028,en,en05,0.22580645161290316,balloon6,1.0,72,2020-12-07 00:19:34
14,1028,en,en07,0.2419354838709677,balloon7,0.5,95,2020-12-07 02:27:04
15,1028,en,en07,0.2580645161290322,balloon8,1.0,86,2020-12-08 00:20:21
16,1028,en,en08,0.2741935483870967,balloon9,0.5,78,2020-12-08 09:53:01
17,1028,en,en08,0.2903225806451612,balloon10,1.0,98,2020-12-08 12:19:28
18,1028,en,en09,0.3010752688172042,balloon11,0.3333333333333333,76,2020-12-08 23:37:16
19,1028,en,en09,0.3118279569892472,balloon12,0.6666666666666666,82,2020-12-09 03:09:20
20,1028,en,en09,0.3225806451612902,balloon13,1.0,74,2020-12-09 03:44:23
21,1028,en,en10,0.33064516129032245,balloon14,0.25,96,2020-12-09 07:38:42
22,1028,en,en10,0.3387096774193547,balloon15,0.5,70,2020-12-09 13:39:44
23,1028,en,en10,0.34677419354838696,balloon16,0.75,72,2020-12-09 18:20:00
24,1028,en,en10,0.3548387096774192,balloon17,1.0,86,2020-12-10 04:38:35
25,1028,en,en12,0.38709677419354827,balloon18,1.0,77,2020-12-10 06:15:52
26,1028,en,en13,0.40322580645161277,balloon19,0.5,84,2020-12-10 06:31:17
27,1028,en,en13,0.41935483870967727,balloon20,1.0,72,2020-12-10 17:59:24
28,1028,en,en14,0.43548387096774177,balloon21,0.5,85,2020-12-10 21:10:02
29,1028,en,en14,0.4516129032258063,balloon22,1.0,85,2020-12-10 23:50:08
30,1028,en,en15,0.4677419354838708,balloon23,0.5,87,2020-12-11 01:34:48
31,1028,en,en15,0.4838709677419353,balloon24,1.0,71,2020-12-11 04:27:56
32,1028,en,en16,0.4903225806451611,balloon25,0.2,79,2020-12-11 12:05:55
33,1028,en,en16,0.4967741935483869,balloon26,0.4,77,2020-12-11 21:21:34
34,1028,en,en16,0.5032258064516127,balloon27,0.6,96,2020-12-12 15:56:39
35,1028,en,en16,0.5096774193548386,balloon28,0.8,84,2020-12-13 10:57:15
36,1028,en,en16,0.5161290322580644,balloon29,1.0,77,2020-12-14 02:45:06
37,1028,en,en17,0.5225806451612902,balloon30,0.2,70,2020-12-14 19:43:33
38,1028,en,en17,0.529032258064516,balloon31,0.4,78,2020-12-15 03:42:16
39,1028,en,en17,0.5354838709677419,balloon32,0.6,82,2020-12-16 09:24:28
40,1028,en,en17,0.5419354838709677,balloon33,0.8,88,2020-12-16 17:30:17
41,1028,en,en17,0.5483870967741935,balloon34,1.0,70,2020-12-16 23:59:16
42,1028,en,en19,0.5564516129032258,balloon35,0.25,80,2020-12-17 20:01:15
43,1028,en,en19,0.564516129032258,balloon36,0.5,89,2020-12-18 00:16:19
44,1028,en,en19,0.5725806451612903,balloon37,0.75,71,2020-12-18 06:00:41
45,1028,en,en19,0.5806451612903225,balloon38,1.0,85,2020-12-18 22:40:56
46,1028,en,en20,0.596774193548387,balloon39,0.5,98,2020-12-19 00:05:05
47,1028,en,en20,0.6129032258064515,balloon40,1.0,92,2020-12-19 06:48:55
48,1028,en,en21,0.6451612903225805,balloon41,1.0,89,2020-12-21 02:24:05
49,1028,en,en22,0.6774193548387095,balloon42,1.0,78,2020-12-21 04:34:28
50,1028,en,en23,0.693548387096774,balloon43,0.5,79,2020-12-21 07:58:33
51,1028,en,en23,0.7096774193548385,balloon44,1.0,85,2020-12-21 15:03:20
52,1028,en,en32,0.725806451612903,balloon45,0.5,73,2020-12-21 16:36:02
53,1028,en,en32,0.7419354838709675,balloon46,1.0,91,2020-12-22 02:33:13
54,1028,en,en24,0.758064516129032,balloon47,0.5,97,2020-12-23 01:42:34
55,1028,en,en24,0.7741935483870965,balloon48,1.0,97,2020-12-23 17:16:57
56,1028,en,en25,0.7849462365591395,balloon49,0.3333333333333333,79,2020-12-23 23:41:39
57,1028,en,en25,0.7956989247311825,balloon50,0.6666666666666666,98,2020-12-24 02:27:45
58,1028,en,en25,0.8064516129032255,balloon51,1.0,77,2020-12-24 17:48:55
59,1028,en,en26,0.82258064516129,balloon52,0.5,88,2020-12-25 01:11:41
60,1028,en,en26,0.8387096774193545,balloon53,1.0,91,2020-12-25 18:50:31
61,1028,en,en28,0.854838709677419,balloon54,0.5,93,2020-12-27 03:10:32
62,1028,en,en28,0.8709677419354835,balloon55,1.0,85,2020-12-27 03:23:39
63,1028,en,en29,0.887096774193548,balloon56,0.5,99,2020-12-27 11:55:36
64,1028,en,en29,0.9032258064516125,balloon57,1.0,96,2020-12-27 12:04:34
65,1028,en,en30,0.919354838709677,balloon58,0.5,73,2020-12-27 14:54:25
66,1028,en,en30,0.9354838709677415,balloon59,1.0,88,2020-12-28 00:10:38
67,1028,en,en31,0.9677419354838706,balloon60,1.0,74,2020-12-28 14:18:12
68,1028,en,en33,0.983870967741935,balloon61,0.5,89,2020-12-29 00:00:48
0,1028,maths,maths00,0.015625,challenge1,0.5,89,2020-12-01 13:46:37
1,1028,maths,maths00,0.03125,challenge5,1.0,82,2020-12-02 00:05:27
2,1028,maths,maths01,0.0625,challenge6,1.0,75,2020-12-02 04:57:01
3,1028,maths,maths02,0.078125,challenge7,0.5,85,2020-12-02 05:55:39
4,1028,maths,maths02,0.09375,challenge8,1.0,88,2020-12-02 12:09:26
5,1028,maths,maths03,0.10416666666666667,challenge9,0.3333333333333333,73,2020-12-02 19:49:51
6,1028,maths,maths03,0.11458333333333334,challenge10,0.6666666666666666,79,2020-12-03 03:53:21
7,1028,maths,maths03,0.125,challenge11,1.0,93,2020-12-03 06:18:09
8,1028,maths,maths04,0.15625,challenge12,1.0,89,2020-12-03 08:12:56
9,1028,maths,maths05,0.16666666666666666,challenge13,0.3333333333333333,85,2020-12-03 10:38:50
10,1028,maths,maths05,0.17708333333333331,challenge14,0.6666666666666666,85,2020-12-03 20:45:10
11,1028,maths,maths05,0.18749999999999997,challenge15,1.0,98,2020-12-03 22:01:45
12,1028,maths,maths06,0.20312499999999997,challenge16,0.5,85,2020-12-04 17:27:28
13,1028,maths,maths06,0.21874999999999997,challenge17,1.0,76,2020-12-04 18:37:59
14,1028,maths,maths07,0.22656249999999997,challenge18,0.25,85,2020-12-05 03:17:01
15,1028,maths,maths07,0.23437499999999997,challenge19,0.5,80,2020-12-05 11:40:23
16,1028,maths,maths07,0.24218749999999997,challenge20,0.75,84,2020-12-05 19:52:14
17,1028,maths,maths07,0.24999999999999997,challenge21,1.0,95,2020-12-05 20:20:37
18,1028,maths,maths08,0.265625,challenge22,0.5,98,2020-12-06 10:18:34
19,1028,maths,maths08,0.28125,challenge23,1.0,91,2020-12-06 19:59:07
20,1028,maths,maths09,0.296875,challenge24,0.5,94,2020-12-06 21:49:04
21,1028,maths,maths09,0.3125,challenge25,1.0,86,2020-12-07 19:27:00
22,1028,maths,maths10,0.328125,challenge26,0.5,99,2020-12-08 14:24:33
23,1028,maths,maths10,0.34375,challenge27,1.0,93,2020-12-09 02:53:11
24,1028,maths,maths11,0.3515625,challenge28,0.25,77,2020-12-09 07:50:03
25,1028,maths,maths11,0.359375,challenge29,0.5,83,2020-12-10 05:17:31
26,1028,maths,maths11,0.3671875,challenge30,0.75,80,2020-12-10 07:53:34
27,1028,maths,maths11,0.375,challenge31,1.0,97,2020-12-10 07:56:00
28,1028,maths,maths12,0.3854166666666667,challenge32,0.3333333333333333,87,2020-12-10 09:18:12
29,1028,maths,maths12,0.39583333333333337,challenge33,0.6666666666666666,96,2020-12-10 15:17:34
30,1028,maths,maths12,0.40625000000000006,challenge34,1.0,82,2020-12-11 21:41:46
31,1028,maths,maths13,0.41406250000000006,challenge35,0.25,78,2020-12-11 23:59:45
32,1028,maths,maths13,0.42187500000000006,challenge36,0.5,85,2020-12-12 20:14:13
33,1028,maths,maths13,0.42968750000000006,challenge37,0.75,89,2020-12-13 04:14:05
34,1028,maths,maths13,0.43750000000000006,challenge38,1.0,91,2020-12-13 16:15:26
35,1028,maths,maths14,0.44531250000000006,challenge39,0.25,93,2020-12-13 21:52:08
36,1028,maths,maths14,0.45312500000000006,challenge40,0.5,84,2020-12-14 08:46:47
37,1028,maths,maths14,0.46093750000000006,challenge41,0.75,73,2020-12-14 19:20:56
38,1028,maths,maths14,0.46875000000000006,challenge42,1.0,87,2020-12-14 21:38:56
39,1028,maths,maths15,0.47656250000000006,challenge43,0.25,95,2020-12-15 01:02:58
40,1028,maths,maths15,0.48437500000000006,challenge44,0.5,87,2020-12-16 00:29:50
41,1028,maths,maths15,0.49218750000000006,challenge45,0.75,97,2020-12-16 11:43:47
42,1028,maths,maths15,0.5,challenge46,1.0,96,2020-12-16 16:23:39
43,1028,maths,maths16,0.515625,challenge47,0.5,98,2020-12-17 05:48:23
44,1028,maths,maths16,0.53125,challenge48,1.0,99,2020-12-18 01:36:59
45,1028,maths,maths17,0.546875,challenge49,0.5,83,2020-12-18 04:43:01
46,1028,maths,maths17,0.5625,challenge50,1.0,96,2020-12-18 05:22:33
47,1028,maths,maths18,0.578125,challenge51,0.5,71,2020-12-18 15:40:11
48,1028,maths,maths18,0.59375,challenge52,1.0,99,2020-12-18 20:40:33
49,1028,maths,maths19,0.609375,challenge53,0.5,80,2020-12-20 04:39:41
50,1028,maths,maths19,0.625,challenge54,1.0,78,2020-12-20 16:08:54
51,1028,maths,maths20,0.640625,challenge55,0.5,85,2020-12-20 22:11:51
52,1028,maths,maths20,0.65625,challenge56,1.0,75,2020-12-21 02:36:09
53,1028,maths,maths21,0.671875,challenge57,0.5,84,2020-12-21 13:19:59
54,1028,maths,maths21,0.6875,challenge58,1.0,71,2020-12-21 15:53:54
55,1028,maths,maths22,0.69375,challenge59,0.2,76,2020-12-21 18:20:02
56,1028,maths,maths22,0.7,challenge60,0.4,78,2020-12-21 23:19:23
57,1028,maths,maths22,0.7062499999999999,challenge61,0.6,91,2020-12-22 14:20:08
58,1028,maths,maths22,0.7124999999999999,challenge62,0.8,77,2020-12-22 16:49:25
59,1028,maths,maths22,0.7187499999999999,challenge63,1.0,74,2020-12-23 06:15:26
60,1028,maths,maths23,0.7291666666666665,challenge64,0.3333333333333333,92,2020-12-25 02:39:05
61,1028,maths,maths23,0.7395833333333331,challenge65,0.6666666666666666,84,2020-12-25 04:09:12
62,1028,maths,maths23,0.7499999999999998,challenge66,1.0,76,2020-12-26 05:11:37
63,1028,maths,maths24,0.7604166666666664,challenge67,0.3333333333333333,99,2020-12-26 19:27:45
64,1028,maths,maths24,0.770833333333333,challenge68,0.6666666666666666,85,2020-12-27 04:16:23
65,1028,maths,maths24,0.7812499999999997,challenge69,1.0,83,2020-12-27 07:10:36
66,1028,maths,maths25,0.7916666666666663,challenge70,0.3333333333333333,89,2020-12-28 06:04:44
67,1028,maths,maths25,0.8020833333333329,challenge71,0.6666666666666666,77,2020-12-28 11:31:23
68,1028,maths,maths25,0.8124999999999996,challenge72,1.0,81,2020-12-28 19:17:14
69,1028,maths,maths26,0.8177083333333329,challenge73,0.16666666666666666,79,2020-12-29 00:15:20
70,1028,maths,maths26,0.8229166666666663,challenge74,0.3333333333333333,78,2020-12-29 00:27:03
71,1028,maths,maths26,0.8281249999999997,challenge75,0.5,85,2020-12-29 09:45:09
72,1028,maths,maths26,0.833333333333333,challenge76,0.6666666666666666,90,2020-12-29 21:28:11
0,1029,en,en00,0.016129032258064516,ambulance,0.5,84,2020-12-01 14:40:41
1,1029,en,en00,0.03225806451612903,anchor,1.0,89,2020-12-01 20:08:28
2,1029,en,en01,0.04838709677419355,auto,0.5,78,2020-12-01 23:03:37
3,1029,en,en01,0.06451612903225806,pram,1.0,99,2020-12-02 03:24:34
4,1029,en,en02,0.08064516129032258,bag,0.5,94,2020-12-03 02:29:22
5,1029,en,en02,0.0967741935483871,ball,1.0,80,2020-12-03 10:24:13
6,1029,en,en03,0.11290322580645161,balloon,0.5,74,2020-12-03 10:59:02
7,1029,en,en03,0.12903225806451613,bell,1.0,99,2020-12-03 11:08:24
8,1029,en,en04,0.13978494623655913,balloon1,0.3333333333333333,89,2020-12-04 15:21:31
9,1029,en,en04,0.15053763440860213,balloon2,0.6666666666666666,74,2020-12-04 18:06:23
10,1029,en,en04,0.16129032258064513,balloon3,1.0,93,2020-12-05 17:55:43
11,1029,en,en06,0.17741935483870963,balloon4,0.5,74,2020-12-06 09:42:16
12,1029,en,en06,0.19354838709677413,balloon5,1.0,75,2020-12-07 18:50:32
13,1029,en,en05,0.22580645161290316,balloon6,1.0,92,2020-12-09 07:38:14
14,1029,en,en07,0.2419354838709677,balloon7,0.5,89,2020-12-09 15:21:15
15,1029,en,en07,0.2580645161290322,balloon8,1.0,74,2020-12-09 20:39:01
16,1029,en,en08,0.2741935483870967,balloon9,0.5,74,2020-12-10 22:39:25
17,1029,en,en08,0.2903225806451612,balloon10,1.0,92,2020-12-11 01:12:57
18,1029,en,en09,0.3010752688172042,balloon11,0.3333333333333333,77,2020-12-11 08:38:03
19,1029,en,en09,0.3118279569892472,balloon12,0.6666666666666666,91,2020-12-11 13:06:21
20,1029,en,en09,0.3225806451612902,balloon13,1.0,73,2020-12-11 21:22:08
21,1029,en,en10,0.33064516129032245,balloon14,0.25,70,2020-12-12 21:40:13
22,1029,en,en10,0.3387096774193547,balloon15,0.5,96,2020-12-13 10:33:34
23,1029,en,en10,0.34677419354838696,balloon16,0.75,98,2020-12-13 23:16:55
24,1029,en,en10,0.3548387096774192,balloon17,1.0,78,2020-12-15 02:46:47
25,1029,en,en12,0.38709677419354827,balloon18,1.0,89,2020-12-15 09:21:17
26,1029,en,en13,0.40322580645161277,balloon19,0.5,96,2020-12-16 01:42:24
27,1029,en,en13,0.41935483870967727,balloon20,1.0,84,2020-12-16 22:41:15
28,1029,en,en14,0.43548387096774177,balloon21,0.5,72,2020-12-17 21:08:03
29,1029,en,en14,0.4516129032258063,balloon22,1.0,91,2020-12-19 01:01:56
30,1029,en,en15,0.4677419354838708,balloon23,0.5,80,2020-12-19 20:55:20
31,1029,en,en15,0.4838709677419353,balloon24,1.0,87,2020-12-20 19:43:39
32,1029,en,en16,0.4903225806451611,balloon25,0.2,91,2020-12-21 14:05:18
33,1029,en,en16,0.4967741935483869,balloon26,0.4,98,2020-12-22 03:09:03
34,1029,en,en16,0.5032258064516127,balloon27,0.6,78,2020-12-22 06:19:51
35,1029,en,en16,0.5096774193548386,balloon28,0.8,73,2020-12-22 20:00:36
36,1029,en,en16,0.5161290322580644,balloon29,1.0,84,2020-12-23 14:57:14
37,1029,en,en17,0.5225806451612902,balloon30,0.2,90,2020-12-23 15:49:36
38,1029,en,en17,0.529032258064516,balloon31,0.4,85,2020-12-24 13:28:12
39,1029,en,en17,0.5354838709677419,balloon32,0.6,76,2020-12-24 15:32:45
40,1029,en,en17,0.5419354838709677,balloon33,0.8,82,2020-12-24 20:09:31
41,1029,en,en17,0.5483870967741935,balloon34,1.0,83,2020-12-25 09:35:27
42,1029,en,en19,0.5564516129032258,balloon35,0.25,86,2020-12-25 11:44:48
43,1029,en,en19,0.564516129032258,balloon36,0.5,77,2020-12-25 13:36:41
44,1029,en,en19,0.5725806451612903,balloon37,0.75,95,2020-12-25 14:56:20
45,1029,en,en19,0.5806451612903225,balloon38,1.0,74,2020-12-25 22:43:26
46,1029,en,en20,0.596774193548387,balloon39,0.5,92,2020-12-26 01:35:17
47,1029,en,en20,0.6129032258064515,balloon40,1.0,79,2020-12-26 16:26:19
48,1029,en,en21,0.6451612903225805,balloon41,1.0,99,2020-12-27 08:00:01
49,1029,en,en22,0.6774193548387095,balloon42,1.0,87,2020-12-29 09:23:53
50,1029,en,en23,0.693548387096774,balloon43,0.5,85,2020-12-29 13:35:21
0,1029,maths,maths00,0.015625,challenge1,0.5,75,2020-12-01 13:03:24
1,1029,maths,maths00,0.03125,challenge5,1.0,86,2020-12-02 05:37:46
2,1029,maths,maths01,0.0625,challenge6,1.0,94,2020-12-03 22:35:36
3,1029,maths,maths02,0.078125,challenge7,0.5,98,2020-12-04 01:19:00
4,1029,maths,maths02,0.09375,challenge8,1.0,84,2020-12-05 02:07:33
5,1029,maths,maths03,0.10416666666666667,challenge9,0.3333333333333333,86,2020-12-05 05:05:09
6,1029,maths,maths03,0.11458333333333334,challenge10,0.6666666666666666,98,2020-12-05 12:44:27
7,1029,maths,maths03,0.125,challenge11,1.0,81,2020-12-06 11:47:11
8,1029,maths,maths04,0.15625,challenge12,1.0,78,2020-12-06 21:17:16
9,1029,maths,maths05,0.16666666666666666,challenge13,0.3333333333333333,96,2020-12-07 04:11:02
10,1029,maths,maths05,0.17708333333333331,challenge14,0.6666666666666666,91,2020-12-07 08:03:13
11,1029,maths,maths05,0.18749999999999997,challenge15,1.0,81,2020-12-07 08:36:32
12,1029,maths,maths06,0.20312499999999997,challenge16,0.5,73,2020-12-07 10:48:46
13,1029,maths,maths06,0.21874999999999997,challenge17,1.0,71,2020-12-07 12:41:25
14,1029,maths,maths07,0.22656249999999997,challenge18,0.25,72,2020-12-08 16:35:00
15,1029,maths,maths07,0.23437499999999997,challenge19,0.5,94,2020-12-09 01:15:23
16,1029,maths,maths07,0.24218749999999997,challenge20,0.75,92,2020-12-09 02:49:29
17,1029,maths,maths07,0.24999999999999997,challenge21,1.0,76,2020-12-09 13:51:08
18,1029,maths,maths08,0.265625,challenge22,0.5,90,2020-12-09 21:58:46
19,1029,maths,maths08,0.28125,challenge23,1.0,94,2020-12-10 02:44:41
20,1029,maths,maths09,0.296875,challenge24,0.5,91,2020-12-10 15:12:40
21,1029,maths,maths09,0.3125,challenge25,1.0,91,2020-12-10 18:50:34
22,1029,maths,maths10,0.328125,challenge26,0.5,92,2020-12-10 20:57:33
23,1029,maths,maths10,0.34375,challenge27,1.0,80,2020-12-10 21:50:45
24,1029,maths,maths11,0.3515625,challenge28,0.25,98,2020-12-11 11:53:25
25,1029,maths,maths11,0.359375,challenge29,0.5,92,2020-12-11 17:34:43
26,1029,maths,maths11,0.3671875,challenge30,0.75,84,2020-12-12 11:51:29
27,1029,maths,maths11,0.375,challenge31,1.0,79,2020-12-13 14:34:16
28,1029,maths,maths12,0.3854166666666667,challenge32,0.3333333333333333,70,2020-12-13 20:38:20
29,1029,maths,maths12,0.39583333333333337,challenge33,0.6666666666666666,83,2020-12-13 21:16:45
30,1029,maths,maths12,0.40625000000000006,challenge34,1.0,99,2020-12-13 23:21:51
31,1029,maths,maths13,0.41406250000000006,challenge35,0.25,89,2020-12-14 01:23:13
32,1029,maths,maths13,0.42187500000000006,challenge36,0.5,70,2020-12-14 02:09:34
33,1029,maths,maths13,0.42968750000000006,challenge37,0.75,75,2020-12-14 17:59:11
34,1029,maths,maths13,0.43750000000000006,challenge38,1.0,70,2020-12-14 18:10:02
35,1029,maths,maths14,0.44531250000000006,challenge39,0.25,95,2020-12-14 20:47:53
36,1029,maths,maths14,0.45312500000000006,challenge40,0.5,75,2020-12-15 02:55:37
37,1029,maths,maths14,0.46093750000000006,challenge41,0.75,88,2020-12-15 11:20:48
38,1029,maths,maths14,0.46875000000000006,challenge42,1.0,86,2020-12-15 11:55:09
39,1029,maths,maths15,0.47656250000000006,challenge43,0.25,82,2020-12-15 12:30:50
40,1029,maths,maths15,0.48437500000000006,challenge44,0.5,85,2020-12-15 21:16:34
41,1029,maths,maths15,0.49218750000000006,challenge45,0.75,99,2020-12-15 22:15:05
42,1029,maths,maths15,0.5,challenge46,1.0,82,2020-12-15 22:31:04
43,1029,maths,maths16,0.515625,challenge47,0.5,93,2020-12-16 10:50:15
44,1029,maths,maths16,0.53125,challenge48,1.0,72,2020-12-17 00:15:31
45,1029,maths,maths17,0.546875,challenge49,0.5,89,2020-12-17 01:41:05
46,1029,maths,maths17,0.5625,challenge50,1.0,89,2020-12-17 02:48:57
